Domains,number,ID
PF01585,4,"['YGR280C', 'YLR271W', 'YLR424W', 'YNL224C']"
PF01588,1,['YGL105W']
PF01591,4,"['YIL107C', 'YJL155C', 'YLR345W', 'YOL136C']"
PF01592,2,"['YOR226C', 'YPL135W']"
PF01593,1,['YMR020W']
PF01595,1,['YOL060C']
PF01597,1,['YAL044C']
PF01599,1,['YLR167W']
PF01602,8,"['YBL037W', 'YDR238C', 'YGR261C', 'YJR005W', 'YKL135C', 'YNL287W', 'YPL195W', 'YPR029C']"
PF01608,1,['YNL243W']
PF01619,1,['YLR142W']
PF01624,4,"['YCR092C', 'YDR097C', 'YHR120W', 'YOL090W']"
PF01625,1,['YER042W']
PF01627,1,['YDL235C']
PF01632,1,['YNL122C']
PF01633,2,"['YDR147W', 'YLR133W']"
PF01634,1,['YER055C']
PF01636,1,['YER080W']
PF01641,1,['YCL033C']
PF01644,2,"['YBR038W', 'YNL192W']"
PF01645,1,['YDL171C']
PF01648,3,"['YGL154C', 'YPL148C', 'YPL231W']"
PF01650,1,['YDR331W']
PF01652,1,['YOL139C']
PF01655,1,['YBL092W']
PF01658,1,['YJL153C']
PF01661,1,['YBR022W']
PF01663,4,"['YCR026C', 'YEL016C', 'YJL062W', 'YLL031C']"
PF01667,2,"['YHR021C', 'YKL156W']"
PF01679,4,"['YDL123W', 'YDR276C', 'YDR525W-A', 'YJL151C']"
PF01680,3,"['YFL059W', 'YMR096W', 'YNL333W']"
PF01687,1,['YDR236C']
PF01693,1,['YMR234W']
PF01694,2,"['YGR101W', 'YPL246C']"
PF01699,4,"['YDL128W', 'YDL206W', 'YJR106W', 'YNL321W']"
PF01704,3,"['YDL103C', 'YHL012W', 'YKL035W']"
PF01709,1,['YGR021W']
PF01713,1,['YPL199C']
PF01715,1,['YOR274W']
PF01717,1,['YER091C']
PF01722,3,"['YAL044W-A', 'YAL046C', 'YGL220W']"
PF01725,1,['YJR069C']
PF01728,3,"['YBR061C', 'YCL054W', 'YGL136C']"
PF01729,1,['YFR047C']
PF01733,1,['YAL022C']
PF01734,4,"['YKR089C', 'YML059C', 'YMR313C', 'YOR081C']"
PF01735,4,"['YMR006C', 'YMR008C', 'YNL012W', 'YOL011W']"
PF01738,2,"['YAL049C', 'YDL086W']"
PF01740,3,"['YBR294W', 'YGR125W', 'YPR003C']"
PF01743,1,['YER168C']
PF01746,1,['YOL093W']
PF01747,1,['YJR010W']
PF01749,1,['YNL189W']
PF01751,2,"['YLR234W', 'YNL088W']"
PF01753,1,['YMR100W']
PF01756,1,['YGL205W']
PF01758,1,['YPR201W']
PF01761,1,['YDR127W']
PF01764,2,"['YCR068W', 'YJR107W']"
PF01765,1,['YHR038W']
PF01775,2,"['YMR242C', 'YOR312C']"
PF01776,2,"['YFL034C-A', 'YLR061W']"
PF01777,2,"['YDR471W', 'YHR010W']"
PF01778,1,['YAL025C']
PF01779,1,['YFR032C-A']
PF01780,2,"['YJR094W-A', 'YPR043W']"
PF01781,1,['YLR325C']
PF01783,1,['YCR003W']
PF01784,1,['YGL221C']
PF01793,9,"['YBR199W', 'YBR205W', 'YDR483W', 'YIL085C', 'YJL139C', 'YKR061W', 'YNL029C', 'YOR099W', 'YPL053C']"
PF01794,9,"['YGL160W', 'YKL220C', 'YLL051C', 'YLR047C', 'YLR214W', 'YNR060W', 'YOL152W', 'YOR381W', 'YOR384W']"
PF01798,3,"['YGR091W', 'YLR197W', 'YOR310C']"
PF01803,1,['YDL233W']
PF01805,1,['YJL203W']
PF01808,2,"['YLR028C', 'YMR120C']"
PF01812,1,['YER183C']
PF01813,1,['YEL051W']
PF01822,2,"['YNL283C', 'YOL105C']"
PF01833,2,"['YIR033W', 'YKL020C']"
PF01842,1,['YCL009C']
PF01843,3,"['YAL029C', 'YOR326W', 'YPR089W']"
PF01846,2,"['YKL012W', 'YPR152C']"
PF01849,3,"['YDR252W', 'YHR193C', 'YPL037C']"
PF01851,2,"['YHR027C', 'YIL075C']"
PF01853,3,"['YBL052C', 'YMR127C', 'YOR244W']"
PF01866,2,"['YIL103W', 'YKL191W']"
PF01868,1,['YBR257W']
PF01871,1,['YOR289W']
PF01872,1,['YBR153W']
PF01873,2,"['YPL237W', 'YPR041W']"
PF01875,1,['YJR008W']
PF01876,1,['YHR062C']
PF01883,1,['YHR122W']
PF01885,1,['YOL102C']
PF01896,1,['YIR008C']
PF01900,1,['YAL033W']
PF01902,1,['YLR143W']
PF01907,2,"['YDR500C', 'YLR185W']"
PF01909,3,"['YKR002W', 'YNL299W', 'YOL115W']"
PF01910,1,['YBL001C']
PF01912,1,['YPR016C']
PF01916,1,['YHR068W']
PF01918,1,['YGR030C']
PF01920,4,"['YEL003W', 'YJL179W', 'YLR200W', 'YNL153C']"
PF01922,1,['YML105C']
PF01926,13,"['YAL036C', 'YBR025C', 'YDR336W', 'YER006W', 'YGL099W', 'YGR173W', 'YGR210C', 'YHL014C', 'YHR168W', 'YMR023C', 'YMR097C', 'YNR053C', 'YOR205C']"
PF01929,2,"['YHL001W', 'YKL006W']"
PF01933,1,['YNL011C']
PF01937,1,['YMR027W']
PF01938,1,['YKR056W']
PF01946,1,['YGR144W']
PF01956,1,['YKL207W']
PF01960,1,['YMR062C']
PF01965,1,['YDR533C']
PF01966,2,"['YFL061W', 'YNL335W']"
PF01968,1,['YKL215C']
PF01974,2,"['YAR008W', 'YLR105C']"
PF01975,1,['YBR094W']
PF01977,1,['YDR539W']
PF01979,3,"['YDL238C', 'YIR027C', 'YJL213W']"
PF01981,1,['YBL057C']
PF01984,1,['YMR074C']
PF01987,1,['YJR080C']
PF01988,1,['YLR220W']
PF01990,1,['YGR020C']
PF01991,1,['YOR332W']
PF01992,1,['YLR447C']
PF02002,1,['YKL028W']
PF02005,1,['YDR120C']
PF02020,2,"['YDR211W', 'YPR041W']"
PF02037,5,"['YCR066W', 'YDR409W', 'YER063W', 'YMR003W', 'YOR156C']"
PF02045,1,['YGL237C']
PF02046,1,['YGL191W']
PF02064,1,['YGR082W']
PF02076,1,['YKL178C']
PF02077,1,['YGR284C']
PF02089,1,['YDR058C']
PF02096,1,['YER154W']
PF02104,1,['YGR112W']
PF02109,1,['YOR103C']
PF02110,1,['YPL214C']
PF02112,1,['YGL248W']
PF02114,1,['YDR183W']
PF02115,1,['YDL135C']
PF02116,1,['YFL026W']
PF02127,2,"['YHR113W', 'YKL103C']"
PF02133,9,"['YBL042C', 'YBR021W', 'YER056C', 'YER060W', 'YER060W-A', 'YGL186C', 'YIR028W', 'YLR237W', 'YOR192C']"
PF02136,2,"['YER009W', 'YNR051C']"
PF02137,1,['YGL243W']
PF02138,1,['YCR032W']
PF02142,4,"['YJL130C', 'YJR109C', 'YLR028C', 'YMR120C']"
PF02144,1,['YOR368W']
PF02146,5,"['YDL042C', 'YDR191W', 'YOL068C', 'YOR025W', 'YPL015C']"
PF02148,4,"['YBR058C', 'YFR005C', 'YHL010C', 'YMR223W']"
PF02149,2,"['YDR122W', 'YLR096W']"
PF02150,3,"['YDR045C', 'YGL070C', 'YJR063W']"
PF02152,1,['YNL256W']
PF02153,1,['YBR166C']
PF02179,1,['YIL016W']
PF02181,2,"['YIL159W', 'YNL271C']"
PF02184,1,['YLR117C']
PF02185,1,['YBL105C']
PF02186,1,['YKR062W']
PF02190,1,['YBL022C']
PF02194,2,"['YDR179W-A', 'YML104C']"
PF02195,1,['YKL086W']
PF02197,1,['YIL033C']
PF02200,1,['YHR084W']
PF02201,3,"['YDR117C', 'YMR233W', 'YOR295W']"
PF02204,3,"['YML002W', 'YML097C', 'YPL070W']"
PF02205,2,"['YLR337C', 'YOR181W']"
PF02207,2,"['YGR184C', 'YLR024C']"
PF02212,2,"['YKR001C', 'YLL001W']"
PF02213,3,"['YBR172C', 'YHR156C', 'YPL105C']"
PF02214,1,['YDR132C']
PF02219,2,"['YGL125W', 'YPL023C']"
PF02221,1,['YDL046W']
PF02222,1,['YOR128C']
PF02223,1,['YJR057W']
PF02225,1,['YBR286W']
PF02229,1,['YMR039C']
PF02230,1,['YLR118C']
PF02237,1,['YDL141W']
PF02238,1,['YMR256C']
PF02257,1,['YLR176C']
PF02259,4,"['YBR136W', 'YHR099W', 'YJR066W', 'YKL203C']"
PF02260,4,"['YBL088C', 'YBR136W', 'YJR066W', 'YKL203C']"
PF02268,1,['YKL058W']
PF02269,2,"['YDR392W', 'YML098W']"
PF02270,1,['YGR005C']
PF02271,1,['YDR529C']
PF02272,1,['YOR335C']
PF02284,1,['YHR051W']
PF02290,1,['YDL092W']
PF02291,1,['YMR236W']
PF02297,2,"['YLR038C', 'YMR244C-A']"
PF02301,3,"['YIL072W', 'YIL139C', 'YJL030W']"
PF02320,1,['YFR033C']
PF02330,1,['YIL070C']
PF02338,2,"['YFL044C', 'YHL013C']"
PF02347,1,['YMR189W']
PF02358,3,"['YDR074W', 'YML100W', 'YMR261C']"
PF02359,1,['YDL126C']
PF02364,3,"['YGR032W', 'YLR342W', 'YMR306W']"
PF02366,7,"['YAL023C', 'YDL093W', 'YDL095W', 'YDR307W', 'YGR199W', 'YJR143C', 'YOR321W']"
PF02373,3,"['YDR096W', 'YER169W', 'YJR119C']"
PF02374,1,['YDL100C']
PF02375,3,"['YDR096W', 'YER169W', 'YJR119C']"
PF02383,5,"['YIL002C', 'YKL212W', 'YNL106C', 'YNL325C', 'YOR109W']"
PF02386,2,"['YJL129C', 'YKR050W']"
PF02390,1,['YDL201W']
PF02403,1,['YDR023W']
PF02410,1,['YMR098C']
PF02436,2,"['YBR218C', 'YGL062W']"
PF02441,3,"['YDR538W', 'YKL088W', 'YKR072C']"
PF02450,2,"['YJR098C', 'YNR008W']"
PF02453,2,"['YDL204W', 'YDR233C']"
PF02458,1,['YLL063C']
PF02460,1,['YPL006W']
PF02463,5,"['YFL008W', 'YFR031C', 'YJL074C', 'YLR086W', 'YOL034W']"
PF02466,3,"['YDL217C', 'YJL143W', 'YNR017W']"
PF02469,1,['YLR001C']
PF02475,2,"['YHR070W', 'YML005W']"
PF02487,1,['YJL059W']
PF02492,1,['YNR029C']
PF02516,1,['YGL022W']
PF02517,1,['YMR274C']
PF02518,5,"['YIL042C', 'YIL147C', 'YMR186W', 'YNL088W', 'YPL240C']"
PF02535,5,"['YGL255W', 'YIL023C', 'YKL175W', 'YLR130C', 'YOR079C']"
PF02537,2,"['YOR390W', 'YPL279C']"
PF02538,1,['YKL215C']
PF02540,2,"['YHR074W', 'YMR217W']"
PF02541,1,['YGL252C']
PF02544,2,"['YDL015C', 'YIL049W']"
PF02545,1,['YOR111W']
PF02548,1,['YBR176W']
PF02550,1,['YBL015W']
PF02551,1,['YJR019C']
PF02558,2,"['YDL144C', 'YHR063C']"
PF02567,1,['YHR029C']
PF02569,1,['YIL145C']
PF02574,3,"['YLL062C', 'YMR321C', 'YPL273W']"
PF02580,1,['YDL219W']
PF02581,1,['YPL214C']
PF02582,3,"['YDL001W', 'YDR282C', 'YFR048W']"
PF02585,1,['YMR281W']
PF02586,1,['YMR114C']
PF02598,2,"['YGR283C', 'YMR310C']"
PF02602,1,['YOR278W']
PF02626,1,['YBR208C']
PF02627,1,['YJR111C']
PF02628,1,['YER141W']
PF02629,1,['YOR142W']
PF02630,2,"['YBR024W', 'YBR037C']"
PF02636,1,['YKL162C']
PF02637,1,['YBL080C']
PF02656,4,"['YER072W', 'YFL004W', 'YJL012C', 'YPL019C']"
PF02666,2,"['YGR170W', 'YNL169C']"
PF02668,2,"['YHL021C', 'YLL057C']"
PF02671,1,['YOL004W']
PF02676,1,['YGL050W']
PF02682,1,['YBR208C']
PF02696,1,['YPL222W']
PF02714,4,"['YLL005C', 'YLR241W', 'YMR266W', 'YOL084W']"
PF02724,1,['YLR103C']
PF02729,2,"['YJL088W', 'YJL130C']"
PF02731,1,['YAL032C']
PF02732,3,"['YBR098W', 'YDR386W', 'YPL022W']"
PF02733,2,"['YFL053W', 'YML070W']"
PF02734,2,"['YFL053W', 'YML070W']"
PF02735,2,"['YMR106C', 'YMR284W']"
PF02744,1,['YBR018C']
PF02747,1,['YBR088C']
PF02749,1,['YFR047C']
PF02751,1,['YKL058W']
PF02752,6,"['YFR022W', 'YGL045W', 'YGR068C', 'YJL084C', 'YKR021W', 'YPR030W']"
PF02765,1,['YDL220C']
PF02769,2,"['YGL234W', 'YGR061C']"
PF02770,1,['YGL205W']
PF02772,2,"['YDR502C', 'YLR180W']"
PF02773,2,"['YDR502C', 'YLR180W']"
PF02774,2,"['YDR158W', 'YER069W']"
PF02775,7,"['YDL080C', 'YDR380W', 'YEL020C', 'YGR087C', 'YLR044C', 'YLR134W', 'YMR108W']"
PF02776,7,"['YDL080C', 'YDR380W', 'YEL020C', 'YGR087C', 'YLR044C', 'YLR134W', 'YMR108W']"
PF02777,3,"['YDR347W', 'YHR008C', 'YJR101W']"
PF02779,4,"['YBR117C', 'YBR221C', 'YIL125W', 'YPR074C']"
PF02780,3,"['YBR117C', 'YBR221C', 'YPR074C']"
PF02781,1,['YNL241C']
PF02782,4,"['YDR109C', 'YGR194C', 'YHL032C', 'YNL249C']"
PF02784,1,['YKL184W']
PF02785,5,"['YBR208C', 'YBR218C', 'YGL062W', 'YMR207C', 'YNR016C']"
PF02786,7,"['YBR208C', 'YBR218C', 'YGL062W', 'YJL130C', 'YJR109C', 'YMR207C', 'YNR016C']"
PF02787,2,"['YJL130C', 'YJR109C']"
PF02790,1,['Q0250']
PF02791,2,"['YGL133W', 'YPL216W']"
PF02798,5,"['YGR201C', 'YIR038C', 'YKL081W', 'YNL229C', 'YPL048W']"
PF02799,1,['YLR195C']
PF02800,3,"['YGR192C', 'YJL052W', 'YJR009C']"
PF02801,2,"['YER061C', 'YPL231W']"
PF02803,2,"['YIL160C', 'YPL028W']"
PF02806,1,['YEL011W']
PF02809,1,['YNR006W']
PF02811,1,['YFR025C']
PF02812,2,"['YAL062W', 'YOR375C']"
PF02815,7,"['YAL023C', 'YDL093W', 'YDL095W', 'YDR307W', 'YGR199W', 'YJR143C', 'YOR321W']"
PF02817,2,"['YGR193C', 'YNL071W']"
PF02823,1,['YDL004W']
PF02824,3,"['YAL036C', 'YGR173W', 'YIL078W']"
PF02826,6,"['YER081W', 'YGL185C', 'YIL074C', 'YNL274C', 'YOR388C', 'YPL113C']"
PF02833,1,['YHR201C']
PF02840,1,['YGR006W']
PF02843,1,['YGL234W']
PF02844,1,['YGL234W']
PF02845,7,"['YDR273W', 'YGL110C', 'YKL054C', 'YKL090W', 'YML097C', 'YML101C', 'YMR264W']"
PF02847,2,"['YGR278W', 'YLR336C']"
PF02852,3,"['YFL018C', 'YPL017C', 'YPL091W']"
PF02854,5,"['YGL049C', 'YGR162W', 'YHR077C', 'YLR336C', 'YMR125W']"
PF02861,1,['YLL026W']
PF02866,3,"['YDL078C', 'YKL085W', 'YOL126C']"
PF02867,2,"['YER070W', 'YIL066C']"
PF02870,1,['YDL200C']
PF02874,4,"['YBL099W', 'YBR127C', 'YDL185W', 'YJR121W']"
PF02878,4,"['YEL058W', 'YKL127W', 'YMR105C', 'YMR278W']"
PF02879,3,"['YKL127W', 'YMR105C', 'YMR278W']"
PF02880,3,"['YKL127W', 'YMR105C', 'YMR278W']"
PF02881,2,"['YDR292C', 'YPR088C']"
PF02882,3,"['YBR084W', 'YGR204W', 'YKR080W']"
PF02883,3,"['YDR358W', 'YHR108W', 'YPR029C']"
PF02885,1,['YDR354W']
PF02887,2,"['YAL038W', 'YOR347C']"
PF02889,3,"['YER172C', 'YGL251C', 'YGR271W']"
PF02891,2,"['YDR409W', 'YOR156C']"
PF02892,1,['YGR071C']
PF02893,6,"['YDR326C', 'YFL042C', 'YGR100W', 'YHR080C', 'YLR072W', 'YLR189C']"
PF02894,1,['YMR315W']
PF02902,2,"['YIL031W', 'YPL020C']"
PF02906,1,['YNL240C']
PF02910,2,"['YJL045W', 'YKL148C']"
PF02911,1,['YBL013W']
PF02913,3,"['YDL174C', 'YDL178W', 'YEL071W']"
PF02919,1,['YOL006C']
PF02921,1,['YEL024W']
PF02922,1,['YEL011W']
PF02926,1,['YGL232W']
PF02933,2,"['YBR080C', 'YDL126C']"
PF02934,1,['YBL080C']
PF02935,1,['YLR395C']
PF02936,3,"['YGL226W', 'YIL111W', 'YNL052W']"
PF02939,1,['YJL166W']
PF02940,2,"['YMR180C', 'YPL228W']"
PF02953,5,"['YBR091C', 'YEL020W-A', 'YGR181W', 'YHR005C-A', 'YJR135W-A']"
PF02966,1,['YPR082C']
PF02969,1,['YGL112C']
PF02970,1,['YOR265W']
PF02978,1,['YPR088C']
PF02984,6,"['YDL155W', 'YGR108W', 'YGR109C', 'YLR210W', 'YPR119W', 'YPR120C']"
PF02985,2,"['YBR017C', 'YHR186C']"
PF02990,3,"['YDR107C', 'YER113C', 'YLR083C']"
PF02991,1,['YBL078C']
PF02996,3,"['YFL023W', 'YGR078C', 'YML094W']"
PF03006,4,"['YDR492W', 'YLR023C', 'YOL002C', 'YOL101C']"
PF03009,2,"['YPL110C', 'YPL206C']"
PF03028,1,['YKR054C']
PF03029,3,"['YJR072C', 'YLR243W', 'YOR262W']"
PF03031,5,"['YHR004C', 'YLL010C', 'YLR019W', 'YMR277W', 'YPL063W']"
PF03033,1,['YLR189C']
PF03051,1,['YNL239W']
PF03054,1,['YDL033C']
PF03060,1,['YJR149W']
PF03061,1,['YBL095W']
PF03062,5,"['YCR048W', 'YGL084C', 'YNR019W', 'YOR175C', 'YPL189W']"
PF03070,4,"['YCR020C', 'YOL055C', 'YPL258C', 'YPR121W']"
PF03074,1,['YJL101C']
PF03079,1,['YMR009W']
PF03081,1,['YJL085W']
PF03095,2,"['YIL153W', 'YPL152W']"
PF03097,2,"['YOR275C', 'YPL084W']"
PF03099,2,"['YDL141W', 'YLR239C']"
PF03104,4,"['YDL102W', 'YNL102W', 'YNL262W', 'YPL167C']"
PF03105,6,"['YCR037C', 'YGR233C', 'YIL047C', 'YJL198W', 'YNR013C', 'YPL110C']"
PF03109,3,"['YGL119W', 'YLR253W', 'YPL109C']"
PF03114,2,"['YCR009C', 'YDR388W']"
PF03124,2,"['YDR414C', 'YIL047C']"
PF03126,1,['YGL244W']
PF03127,2,"['YDR358W', 'YHR108W']"
PF03129,6,"['YBR121C', 'YHR020W', 'YIL078W', 'YKL194C', 'YPR033C', 'YPR081C']"
PF03133,1,['YBR094W']
PF03134,1,['YPR028W']
PF03142,1,['YBR023C']
PF03143,4,"['YBR118W', 'YDR172W', 'YOR187W', 'YPR080W']"
PF03144,13,"['YAL035W', 'YBR118W', 'YDR172W', 'YDR385W', 'YER025W', 'YJL102W', 'YKL173W', 'YLR069C', 'YLR289W', 'YNL163C', 'YOR133W', 'YOR187W', 'YPR080W']"
PF03147,1,['YPR047W']
PF03151,3,"['YJL193W', 'YML038C', 'YOR307C']"
PF03152,1,['YGR048W']
PF03153,1,['YOR194C']
PF03159,1,['YGL173C']
PF03161,3,"['Q0070', 'Q0110', 'Q0160']"
PF03162,5,"['YCR095C', 'YDR067C', 'YNL032W', 'YNL056W', 'YNL099C']"
PF03167,1,['YML021C']
PF03169,3,"['YGL114W', 'YJL212C', 'YPR194C']"
PF03177,2,"['YBL079W', 'YER105C']"
PF03178,2,"['YDR301W', 'YML049C']"
PF03179,1,['YHR039C-A']
PF03184,1,['YDR081C']
PF03194,1,['YDL087C']
PF03198,5,"['YLR343W', 'YMR215W', 'YMR307W', 'YOL030W', 'YOL132W']"
PF03199,1,['YOL049W']
PF03200,1,['YGL027C']
PF03208,1,['YNL044W']
PF03215,1,['YER173W']
PF03221,1,['YDR081C']
PF03223,1,['YKL080W']
PF03224,1,['YPR036W']
PF03226,1,['YBL049W']
PF03232,1,['YOR125C']
PF03234,1,['YDR168W']
PF03239,2,"['YBR207W', 'YER145C']"
PF03248,1,['YCL001W']
PF03256,1,['YGL240W']
PF03271,1,['YER016W']
PF03291,1,['YBR236C']
PF03297,2,"['YGR027C', 'YLR333C']"
PF03311,2,"['YBR210W', 'YGL054C']"
PF03332,1,['YFL045C']
PF03343,1,['YOR308C']
PF03345,1,['YEL002C']
PF03348,1,['YDR105C']
PF03357,7,"['YDR486C', 'YJL049W', 'YKL002W', 'YKL041W', 'YKR035W-A', 'YLR025W', 'YMR077C']"
PF03358,3,"['YCR004C', 'YDR032C', 'YLR011W']"
PF03364,1,['YOL008W']
PF03366,3,"['YNL107W', 'YOR213C', 'YPL129W']"
PF03367,1,['YGR211W']
PF03370,4,"['YER054C', 'YIL045W', 'YLR273C', 'YOR178C']"
PF03371,1,['YGR075C']
PF03372,10,"['YAL021C', 'YBL019W', 'YER019W', 'YIL002C', 'YML118W', 'YMR285C', 'YNL106C', 'YOL042W', 'YOL065C', 'YOR109W']"
PF03378,1,['YGL238W']
PF03381,3,"['YCR094W', 'YNL323W', 'YNR048W']"
PF03388,3,"['YFL048C', 'YKR044W', 'YLR080W']"
PF03398,1,['YNL265C']
PF03399,2,"['YDR159W', 'YPR045C']"
PF03416,1,['YNL223W']
PF03427,1,['YLR286C']
PF03435,1,['YNR050C']
PF03439,1,['YML010W']
PF03441,1,['YOR386W']
PF03446,2,"['YGR256W', 'YHR183W']"
PF03447,1,['YJR139C']
PF03452,3,"['YEL036C', 'YML115C', 'YPL050C']"
PF03460,1,['YJR137C']
PF03462,1,['YGL143C']
PF03463,2,"['YBR143C', 'YNL001W']"
PF03464,2,"['YBR143C', 'YNL001W']"
PF03465,3,"['YBR143C', 'YCL001W-B', 'YNL001W']"
PF03467,1,['YGR072W']
PF03477,2,"['YER070W', 'YIL066C']"
PF03481,1,['YGL169W']
PF03483,1,['YLR060W']
PF03484,1,['YLR060W']
PF03485,2,"['YDR341C', 'YHR091C']"
PF03501,2,"['YMR230W', 'YOR293W']"
PF03517,1,['YKL183W']
PF03522,1,['YBR235W']
PF03525,1,['YMR133W']
PF03531,1,['YML069W']
PF03540,1,['YDR167W']
PF03547,4,"['YBR287W', 'YLR152C', 'YNL095C', 'YOR092W']"
PF03556,1,['YLR128W']
PF03561,1,['YIR029W']
PF03568,1,['YGR098C']
PF03571,1,['YOL057W']
PF03587,1,['YLR186W']
PF03595,1,['YPL092W']
PF03600,2,"['YCR037C', 'YJL198W']"
PF03604,1,['YHR143W-A']
PF03619,1,['YKR051W']
PF03630,1,['YDR531W']
PF03632,1,['YPR026W']
PF03635,1,['YJL154C']
PF03636,1,['YPR026W']
PF03637,2,"['YFL034C-B', 'YIL106W']"
PF03639,2,"['YLR144C', 'YNR067C']"
PF03641,1,['YJL055W']
PF03643,1,['YJL053W']
PF03645,1,['YER071C']
PF03647,1,['YJR085C']
PF03650,3,"['YGL080W', 'YGR243W', 'YHR162W']"
PF03656,1,['YJL104W']
PF03657,1,['YPL211W']
PF03660,1,['YPR094W']
PF03661,2,"['YLL023C', 'YLR064W']"
PF03663,2,"['YKL046C', 'YMR238W']"
PF03666,1,['YHL023C']
PF03690,1,['YER156C']
PF03694,1,['YER044C']
PF03715,1,['YOR206W']
PF03719,2,"['YBR251W', 'YGL123W']"
PF03725,3,"['YDR280W', 'YGR095C', 'YGR195W']"
PF03727,5,"['YCL040W', 'YDR516C', 'YFR053C', 'YGL253W', 'YLR446W']"
PF03730,2,"['YMR106C', 'YMR284W']"
PF03731,2,"['YMR106C', 'YMR284W']"
PF03732,1,['YIL082W']
PF03733,1,['YNL321W']
PF03737,1,['YER010C']
PF03764,4,"['YDR385W', 'YKL173W', 'YLR069C', 'YOR133W']"
PF03765,5,"['YKL091C', 'YLR380W', 'YMR079W', 'YNL231C', 'YNL264C']"
PF03770,2,"['YDR017C', 'YDR173C']"
PF03798,4,"['YHL003C', 'YJR116W', 'YKL008C', 'YPR114W']"
PF03800,1,['YOL069W']
PF03801,1,['YIL144W']
PF03803,1,['YJR100C']
PF03807,1,['YER023W']
PF03810,8,"['YDR395W', 'YER110C', 'YGL238W', 'YGL241W', 'YGR218W', 'YJR132W', 'YLR347C', 'YPL125W']"
PF03813,1,['YGR090W']
PF03815,1,['YIL067C']
PF03820,1,['YOR271C']
PF03828,2,"['YNL299W', 'YOL115W']"
PF03834,1,['YML095C']
PF03835,2,"['YER162C', 'YPL096W']"
PF03836,1,['YPL242C']
PF03839,1,['YPL094C']
PF03847,1,['YDR145W']
PF03849,1,['YPL122C']
PF03850,1,['YPR056W']
PF03853,2,"['YEL015W', 'YNL200C']"
PF03856,5,"['YIL123W', 'YJL116C', 'YKR042W', 'YMR244W', 'YNL066W']"
PF03870,1,['YOR224C']
PF03871,1,['YBR154C']
PF03874,2,"['YJL011C', 'YJL140W']"
PF03876,3,"['YDR404C', 'YKL144C', 'YOR340C']"
PF03878,1,['YNL263C']
PF03879,1,['YGL029W']
PF03900,1,['YDL205C']
PF03901,4,"['YGL142C', 'YNL219C', 'YNR030W', 'YOR149C']"
PF03902,1,['YPL248C']
PF03907,1,['YAL009W']
PF03908,1,['YDR498C']
PF03909,2,"['YDR068W', 'YDR311W']"
PF03911,2,"['YER019C-A', 'YER087C-B']"
PF03914,3,"['YDR060W', 'YLR002C', 'YPR144C']"
PF03915,1,['YLR319C']
PF03917,1,['YOL049W']
PF03919,1,['YGL130W']
PF03928,1,['YBR137W']
PF03930,1,['R0010W']
PF03931,2,"['YDR328C', 'YPL046C']"
PF03935,2,"['YGR143W', 'YPR159W']"
PF03937,1,['YOL071W']
PF03939,1,['YOL127W']
PF03941,1,['YBR156C']
PF03943,1,['YPL169C']
PF03946,3,"['YDR418W', 'YEL054C', 'YNL185C']"
PF03947,3,"['YEL050C', 'YFR031C-A', 'YIL018W']"
PF03949,1,['YKL029C']
PF03950,2,"['YGL245W', 'YOR168W']"
PF03951,1,['YPR035W']
PF03952,5,"['YGR254W', 'YHR174W', 'YMR323W', 'YOR393W', 'YPL281C']"
PF03953,4,"['YFL037W', 'YLR212C', 'YML085C', 'YML124C']"
PF03959,3,"['YHR049W', 'YMR222C', 'YOR280C']"
PF03962,1,['YGL183C']
PF03966,1,['YNR046W']
PF03969,1,['YEL052W']
PF03972,1,['YPR002W']
PF03980,1,['YJR112W']
PF03981,1,['YPL215W']
PF03982,1,['YOR245C']
PF03983,1,['YBL007C']
PF03985,1,['YBR279W']
PF03987,2,"['YLL042C', 'YNR007C']"
PF03997,1,['YPL065W']
PF03998,1,['YKL099C']
PF04000,3,"['YDL153C', 'YER127W', 'YHR081W']"
PF04001,2,"['YER064C', 'YIL056W']"
PF04003,3,"['YCR057C', 'YDR398W', 'YLR129W']"
PF04004,1,['YOR123C']
PF04005,1,['YLR288C']
PF04006,1,['YJR002W']
PF04030,1,['YML086C']
PF04031,1,['YKR063C']
PF04032,2,"['YDR478W', 'YIR015W']"
PF04037,1,['YMR240C']
PF04042,3,"['YBL035C', 'YJR006W', 'YPR175W']"
PF04045,1,['YNR035C']
PF04046,1,['YMR240C']
PF04048,1,['YPR055W']
PF04049,1,['YHR166C']
PF04050,1,['YHR077C']
PF04051,3,"['YDR472W', 'YKR068C', 'YOR115C']"
PF04053,2,"['YDL145C', 'YGL137W']"
PF04054,1,['YCR093W']
PF04055,4,"['YGR286C', 'YOR196C', 'YPL086C', 'YPL207W']"
PF04056,1,['YLR005W']
PF04061,2,"['YGR038W', 'YLR350W']"
PF04062,1,['YLR370C']
PF04063,1,['YGR187C']
PF04064,1,['YGR187C']
PF04065,2,"['YIL038C', 'YPR072W']"
PF04068,1,['YDR091C']
PF04072,2,"['YDR435C', 'YOL141W']"
PF04078,1,['YNL288W']
PF04080,1,['YCR044C']
